"Name","State","Notes","User","Tags","Created","Runtime","Sweep","encoder_name","flatten_temporal_dimension","loss_function","n_channels","pos_class_weight","use_doy","epoch","test_AP","test_f1","test_iou","test_loss","test_precision","test_recall","train_f1_epoch.max","train_f1_step","train_loss_epoch.min","train_loss_step","trainer/global_step","val_f1.max","val_loss.min"
"models.SMPModel","finished","-","","","2024-07-09T14:22:07.000Z","1409","","resnet18","true","Dice","33","525.9315360501568","false","0","0.3350638747215271","0.5002869963645935","0.33358851075172424","0.44289281964302063","0.4655121266841888","0.5406768918037415","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T14:22:07.000Z","1839","","resnet18","true","Dice","33","531.2439758082392","false","0","0.338015615940094","0.5102059245109558","0.34246739745140076","0.4406011402606964","0.5352858304977417","0.48737096786499023","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T14:22:07.000Z","1838","","resnet18","true","Dice","33","525.9315360501568","false","0","0.3599804937839508","0.5125535726547241","0.34458625316619873","0.4431692063808441","0.5469745397567749","0.4822083115577698","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T14:22:07.000Z","719","","resnet18","true","Dice","33","531.2439758082392","false","0","0.20136764645576477","0.39138704538345337","0.24330715835094452","0.44656243920326233","0.4206738770008087","0.3659126460552216","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T14:22:07.000Z","1626","","resnet18","true","Dice","33","608.4653828020165","false","0","0.4616117477416992","0.5913537740707397","0.41980287432670593","0.42474496364593506","0.5634210705757141","0.6222005486488342","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T14:22:07.000Z","1411","","resnet18","true","Dice","33","456.27457166168074","false","0","0.3325488567352295","0.5069629549980164","0.33955147862434387","0.4411730468273163","0.5216506719589233","0.49307963252067566","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T14:22:07.000Z","716","","resnet18","true","Dice","33","608.4653828020165","false","0","0.2150288075208664","0.40345537662506104","0.2527053654193878","0.4484274983406067","0.4316210448741913","0.3787404596805573","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T14:22:07.000Z","1496","","resnet18","true","Dice","33","638.7427092058174","false","0","0.36813968420028687","0.5213260054588318","0.35256317257881165","0.43447181582450867","0.5151018500328064","0.5277023911476135","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T14:22:07.000Z","1632","","resnet18","true","Dice","33","964.2632335191678","false","0","0.3292784094810486","0.4807014465332031","0.3163969814777374","0.44719815254211426","0.4422468841075897","0.5264803767204285","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T14:22:07.000Z","1548","","resnet18","true","Dice","33","638.7427092058174","false","0","0.46837249398231506","0.5897780656814575","0.4182164967060089","0.4207341969013214","0.5410829782485962","0.648104727268219","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T14:22:07.000Z","1886","","resnet18","true","Dice","33","964.2632335191678","false","0","0.43678075075149536","0.5573084354400635","0.38629767298698425","0.4289219081401825","0.5210047960281372","0.5990502238273621","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T14:22:07.000Z","648","","resnet18","true","Dice","33","456.27457166168074","false","0","0.22377321124076843","0.3939619064331054","0.24530047178268433","0.4468652009963989","0.41997048258781433","0.37098684906959534","","","","","0","",""
