"Name","State","Notes","User","Tags","Created","Runtime","Sweep","encoder_name","flatten_temporal_dimension","loss_function","n_channels","pos_class_weight","use_doy","epoch","test_AP","test_f1","test_iou","test_loss","test_precision","test_recall","train_f1_epoch.max","train_f1_step","train_loss_epoch.min","train_loss_step","trainer/global_step","val_f1.max","val_loss.min"
"models.SMPModel","finished","-","","","2024-07-09T13:25:55.000Z","257","","resnet18","true","Dice","7","531.2439758082392","false","0","0.1717330664396286","0.37405604124069214","0.23005469143390656","0.4474388360977173","0.3740427196025848","0.37406933307647705","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T13:20:36.000Z","300","","resnet18","true","Dice","7","608.4653828020165","false","0","0.19522930681705475","0.3826428949832916","0.23658528923988345","0.4511628746986389","0.41153353452682495","0.35754257440567017","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T12:32:42.000Z","1765","","resnet18","true","Dice","7","456.27457166168074","false","0","0.34055545926094055","0.5139583945274353","0.3458573520183563","0.43821537494659424","0.5073046684265137","0.5207890272140503","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T12:32:41.000Z","2012","","resnet18","true","Dice","7","531.2439758082392","false","0","0.32742226123809814","0.5101944208145142","0.3424570560455322","0.4427240788936615","0.4993155896663666","0.5215578675270081","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T12:32:41.000Z","2012","","resnet18","true","Dice","7","525.9315360501568","false","0","0.3378755450248718","0.5142040848731995","0.34607985615730286","0.4420159459114074","0.5055946707725525","0.5231117606163025","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T12:32:41.000Z","1651","","resnet18","true","Dice","7","638.7427092058174","false","0","0.3435003161430359","0.520683765411377","0.3519759774208069","0.4394737184047699","0.5235522985458374","0.5178465247154236","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T12:32:41.000Z","1851","","resnet18","true","Dice","7","608.4653828020165","false","0","0.41997045278549194","0.5781430602073669","0.4066112637519837","0.42578569054603577","0.5150771737098694","0.6588072180747986","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T12:32:41.000Z","1573","","resnet18","true","Dice","7","525.9315360501568","false","0","0.331226646900177","0.5108480453491211","0.34304627776145935","0.4343677759170532","0.4762406349182129","0.5508792400360107","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T12:32:41.000Z","1990","","resnet18","true","Dice","7","964.2632335191678","false","0","0.46237653493881226","0.5563991069793701","0.3854244649410248","0.4486245810985565","0.5661293268203735","0.5469976663589478","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T12:32:40.000Z","1882","","resnet18","true","Dice","7","964.2632335191678","false","0","0.32873809337615967","0.47509607672691345","0.3115580379962921","0.4547044634819031","0.4956088066101074","0.4562138617038727","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T12:32:40.000Z","1973","","resnet18","true","Dice","7","638.7427092058174","false","0","0.4293213784694672","0.5849319696426392","0.4133595824241638","0.4269417822360992","0.552044153213501","0.6219865083694458","","","","","0","",""
"models.SMPModel","finished","-","","","2024-07-09T12:32:40.000Z","817","","resnet18","true","Dice","7","456.27457166168074","false","0","0.18594031035900116","0.38209807872772217","0.23616887629032135","0.4550500810146332","0.3804899752140045","0.3837198317050934","","","","","0","",""
